stage_event_id,application_id,stage_code,stage_sequence_number,stage_entry_date,stage_exit_date,exit_reason,updated_at,extracted_at
STG-00040049,APP-0018991,screen,2,2024-08-20,2024-08-24,,2024-08-24T12:25:54Z,2026-05-31T23:59:59Z
STG-00040050,APP-0018991,assessment,3,2024-08-24,2024-09-02,,2024-09-02T09:20:55Z,2026-05-31T23:59:59Z
STG-00040051,APP-0018991,interview,4,2024-09-02,2024-09-23,,2024-09-23T13:51:29Z,2026-05-31T23:59:59Z
STG-00040052,APP-0018991,offer,5,2024-09-23,2024-09-29,,2024-09-29T18:04:11Z,2026-05-31T23:59:59Z
STG-00040053,APP-0018992,review,1,2024-08-15,2024-08-19,rejected,2024-08-19T13:28:45Z,2026-05-31T23:59:59Z
STG-00040054,APP-0018993,review,1,2024-08-15,2024-08-17,,2024-08-17T08:12:30Z,2026-05-31T23:59:59Z
STG-00040055,APP-0018993,screen,2,2024-08-17,2024-08-19,withdrawn,2024-08-19T08:39:20Z,2026-05-31T23:59:59Z
STG-00040056,APP-0018994,review,1,2024-08-15,2024-08-17,,2024-08-17T09:33:54Z,2026-05-31T23:59:59Z
STG-00040057,APP-0018994,screen,2,2024-08-17,2024-09-07,,2024-09-07T14:53:08Z,2026-05-31T23:59:59Z
STG-00040058,APP-0018994,assessment,3,2024-09-07,2024-09-10,,2024-09-10T14:52:53Z,2026-05-31T23:59:59Z
STG-00040059,APP-0018994,interview,4,2024-09-10,2024-09-19,,2024-09-19T14:27:31Z,2026-05-31T23:59:59Z
STG-00040060,APP-0018994,offer,5,2024-09-19,2024-09-21,,2024-09-21T19:44:52Z,2026-05-31T23:59:59Z
STG-00040061,APP-0018995,review,1,2024-08-15,2024-08-23,,2024-08-23T19:37:06Z,2026-05-31T23:59:59Z
STG-00040062,APP-0018995,screen,2,2024-08-23,2024-08-29,rejected,2024-08-29T15:44:24Z,2026-05-31T23:59:59Z
STG-00040063,APP-0018996,review,1,2024-08-15,2024-08-17,,2024-08-17T14:18:54Z,2026-05-31T23:59:59Z
STG-00040064,APP-0018996,screen,2,2024-08-17,2024-08-21,,2024-08-21T11:46:53Z,2026-05-31T23:59:59Z
STG-00040065,APP-0018996,assessment,3,2024-08-21,2024-08-25,rejected,2024-08-25T18:19:39Z,2026-05-31T23:59:59Z
STG-00040066,APP-0018997,review,1,2024-08-15,2024-08-17,rejected,2024-08-17T17:43:29Z,2026-05-31T23:59:59Z
STG-00040067,APP-0018998,review,1,2024-08-15,2024-08-18,withdrawn,2024-08-18T15:48:39Z,2026-05-31T23:59:59Z
STG-00040068,APP-0018999,review,1,2024-08-15,2024-08-22,rejected,2024-08-22T12:21:26Z,2026-05-31T23:59:59Z
STG-00040069,APP-0019000,review,1,2024-08-16,2024-08-19,,2024-08-19T09:24:32Z,2026-05-31T23:59:59Z
STG-00040070,APP-0019000,screen,2,2024-08-19,2024-08-21,rejected,2024-08-21T08:41:25Z,2026-05-31T23:59:59Z
STG-00040071,APP-0019001,review,1,2024-08-16,2024-08-21,,2024-08-21T18:26:43Z,2026-05-31T23:59:59Z
STG-00040072,APP-0019001,screen,2,2024-08-21,2024-08-27,,2024-08-27T18:40:25Z,2026-05-31T23:59:59Z
STG-00040073,APP-0019001,assessment,3,2024-08-27,2024-09-13,withdrawn,2024-09-13T10:35:59Z,2026-05-31T23:59:59Z
STG-00040074,APP-0019002,review,1,2024-08-16,2024-08-24,rejected,2024-08-24T13:04:44Z,2026-05-31T23:59:59Z
STG-00040075,APP-0019003,review,1,2024-08-16,2024-08-22,rejected,2024-08-22T11:20:26Z,2026-05-31T23:59:59Z
STG-00040076,APP-0019004,review,1,2024-08-16,2024-08-24,,2024-08-24T14:28:16Z,2026-05-31T23:59:59Z
STG-00040077,APP-0019004,screen,2,2024-08-24,2024-09-01,withdrawn,2024-09-01T11:44:22Z,2026-05-31T23:59:59Z
STG-00040078,APP-0019005,review,1,2024-08-16,2024-08-18,withdrawn,2024-08-18T14:56:07Z,2026-05-31T23:59:59Z
STG-00040079,APP-0019006,review,1,2024-08-16,2024-08-20,rejected,2024-08-20T19:25:05Z,2026-05-31T23:59:59Z
STG-00040080,APP-0019007,review,1,2024-08-16,2024-08-23,rejected,2024-08-23T17:29:30Z,2026-05-31T23:59:59Z
STG-00040081,APP-0019008,review,1,2024-08-16,2024-08-24,rejected,2024-08-24T16:43:24Z,2026-05-31T23:59:59Z
STG-00040082,APP-0019009,review,1,2024-08-16,2024-08-24,rejected,2024-08-24T14:37:10Z,2026-05-31T23:59:59Z
STG-00040083,APP-0019010,review,1,2024-08-16,2024-08-21,rejected,2024-08-21T16:07:28Z,2026-05-31T23:59:59Z
STG-00040084,APP-0019011,review,1,2024-08-16,2024-08-18,rejected,2024-08-18T17:18:27Z,2026-05-31T23:59:59Z
STG-00040085,APP-0019012,review,1,2024-08-16,2024-08-19,rejected,2024-08-19T18:30:13Z,2026-05-31T23:59:59Z
STG-00040086,APP-0019013,review,1,2024-08-16,2024-08-18,rejected,2024-08-18T08:30:07Z,2026-05-31T23:59:59Z
STG-00040087,APP-0019014,review,1,2024-08-16,2024-08-22,withdrawn,2024-08-22T12:35:37Z,2026-05-31T23:59:59Z
STG-00040088,APP-0019015,review,1,2024-08-16,2024-08-22,,2024-08-22T18:40:08Z,2026-05-31T23:59:59Z
STG-00040089,APP-0019015,screen,2,2024-08-22,2024-08-25,rejected,2024-08-25T08:44:14Z,2026-05-31T23:59:59Z
STG-00040090,APP-0019016,review,1,2024-08-16,2024-08-19,,2024-08-19T12:22:19Z,2026-05-31T23:59:59Z
STG-00040091,APP-0019016,screen,2,2024-08-19,2024-08-22,,2024-08-22T14:31:09Z,2026-05-31T23:59:59Z
STG-00040092,APP-0019016,assessment,3,2024-08-22,2024-08-24,rejected,2024-08-24T14:03:03Z,2026-05-31T23:59:59Z
STG-00040093,APP-0019017,review,1,2024-08-16,2024-08-21,,2024-08-21T11:00:17Z,2026-05-31T23:59:59Z
STG-00040094,APP-0019017,screen,2,2024-08-21,2024-08-24,,2024-08-24T11:43:30Z,2026-05-31T23:59:59Z
STG-00040095,APP-0019017,assessment,3,2024-08-24,2024-08-29,,2024-08-29T11:18:12Z,2026-05-31T23:59:59Z
STG-00040096,APP-0019017,interview,4,2024-08-29,2024-09-09,rejected,2024-09-09T12:55:42Z,2026-05-31T23:59:59Z
STG-00040097,APP-0019018,review,1,2024-08-16,2024-08-18,rejected,2024-08-18T19:56:08Z,2026-05-31T23:59:59Z
STG-00040098,APP-0019019,review,1,2024-08-16,2024-08-18,,2024-08-18T19:32:25Z,2026-05-31T23:59:59Z
STG-00040099,APP-0019019,screen,2,2024-08-18,2024-08-25,rejected,2024-08-25T14:58:39Z,2026-05-31T23:59:59Z
STG-00040100,APP-0019020,review,1,2024-08-16,2024-08-17,,2024-08-17T13:49:57Z,2026-05-31T23:59:59Z
STG-00040101,APP-0019020,screen,2,2024-08-17,2024-08-19,,2024-08-19T16:18:27Z,2026-05-31T23:59:59Z
STG-00040102,APP-0019020,assessment,3,2024-08-19,2024-08-28,rejected,2024-08-28T09:15:21Z,2026-05-31T23:59:59Z
STG-00040103,APP-0019021,review,1,2024-08-16,2024-08-21,rejected,2024-08-21T12:04:15Z,2026-05-31T23:59:59Z
STG-00040104,APP-0019022,review,1,2024-08-16,2024-08-17,rejected,2024-08-17T16:30:20Z,2026-05-31T23:59:59Z
STG-00040105,APP-0019023,review,1,2024-08-16,2024-08-17,,2024-08-17T16:23:38Z,2026-05-31T23:59:59Z
STG-00040106,APP-0019023,screen,2,2024-08-17,2024-08-18,rejected,2024-08-18T17:14:24Z,2026-05-31T23:59:59Z
STG-00040107,APP-0019024,review,1,2024-08-16,2024-08-19,rejected,2024-08-19T18:05:26Z,2026-05-31T23:59:59Z
STG-00040108,APP-0019025,review,1,2024-08-16,2024-08-22,rejected,2024-08-22T15:13:59Z,2026-05-31T23:59:59Z
STG-00040109,APP-0019026,review,1,2024-08-16,2024-08-18,rejected,2024-08-18T10:58:41Z,2026-05-31T23:59:59Z
STG-00040110,APP-0019027,review,1,2024-08-16,2024-08-20,,2024-08-20T15:55:48Z,2026-05-31T23:59:59Z
STG-00040111,APP-0019027,screen,2,2024-08-20,2024-08-23,,2024-08-23T09:19:14Z,2026-05-31T23:59:59Z
STG-00040112,APP-0019027,assessment,3,2024-08-23,2024-08-25,,2024-08-25T19:05:12Z,2026-05-31T23:59:59Z
STG-00040113,APP-0019027,interview,4,2024-08-25,2024-08-29,rejected,2024-08-29T08:17:02Z,2026-05-31T23:59:59Z
STG-00040114,APP-0019028,review,1,2024-08-16,2024-08-18,,2024-08-18T19:03:57Z,2026-05-31T23:59:59Z
STG-00040115,APP-0019028,screen,2,2024-08-18,2024-08-26,rejected,2024-08-26T14:24:11Z,2026-05-31T23:59:59Z
STG-00040116,APP-0019029,review,1,2024-08-16,2024-08-21,rejected,2024-08-21T10:04:33Z,2026-05-31T23:59:59Z
STG-00040117,APP-0019030,review,1,2024-08-16,2024-08-18,,2024-08-18T13:50:31Z,2026-05-31T23:59:59Z
STG-00040118,APP-0019030,screen,2,2024-08-18,2024-08-21,,2024-08-21T11:20:22Z,2026-05-31T23:59:59Z
STG-00040119,APP-0019030,assessment,3,2024-08-21,2024-08-27,rejected,2024-08-27T19:32:48Z,2026-05-31T23:59:59Z
STG-00040120,APP-0019031,review,1,2024-08-16,2024-08-17,rejected,2024-08-17T09:54:15Z,2026-05-31T23:59:59Z
STG-00040121,APP-0019032,review,1,2024-08-16,2024-08-21,,2024-08-21T10:30:41Z,2026-05-31T23:59:59Z
STG-00040122,APP-0019032,screen,2,2024-08-21,2024-09-01,withdrawn,2024-09-01T13:05:47Z,2026-05-31T23:59:59Z
STG-00040123,APP-0019033,review,1,2024-08-16,2024-08-22,,2024-08-22T16:18:05Z,2026-05-31T23:59:59Z
STG-00040124,APP-0019033,screen,2,2024-08-22,2024-08-30,,2024-08-30T11:32:46Z,2026-05-31T23:59:59Z
STG-00040125,APP-0019033,assessment,3,2024-08-30,2024-09-02,rejected,2024-09-02T19:35:36Z,2026-05-31T23:59:59Z
STG-00040126,APP-0019034,review,1,2024-08-16,2024-08-20,,2024-08-20T12:16:50Z,2026-05-31T23:59:59Z
STG-00040127,APP-0019034,screen,2,2024-08-20,2024-09-09,rejected,2024-09-09T15:29:40Z,2026-05-31T23:59:59Z
STG-00040128,APP-0019035,review,1,2024-08-16,2024-08-22,,2024-08-22T10:55:49Z,2026-05-31T23:59:59Z
STG-00040129,APP-0019035,screen,2,2024-08-22,2024-08-24,,2024-08-24T16:28:19Z,2026-05-31T23:59:59Z
STG-00040130,APP-0019035,assessment,3,2024-08-24,2024-08-29,,2024-08-29T18:55:02Z,2026-05-31T23:59:59Z
STG-00040131,APP-0019035,interview,4,2024-08-29,2024-09-10,rejected,2024-09-10T19:31:28Z,2026-05-31T23:59:59Z
STG-00040132,APP-0019036,review,1,2024-08-16,2024-08-19,rejected,2024-08-19T13:18:34Z,2026-05-31T23:59:59Z
STG-00040133,APP-0019037,review,1,2024-08-16,2024-08-25,,2024-08-25T09:02:52Z,2026-05-31T23:59:59Z
STG-00040134,APP-0019037,screen,2,2024-08-25,2024-08-27,,2024-08-27T09:01:19Z,2026-05-31T23:59:59Z
STG-00040135,APP-0019037,assessment,3,2024-08-27,2024-08-29,withdrawn,2024-08-29T09:36:09Z,2026-05-31T23:59:59Z
STG-00040136,APP-0019038,review,1,2024-08-16,2024-08-18,,2024-08-18T19:29:55Z,2026-05-31T23:59:59Z
STG-00040137,APP-0019038,screen,2,2024-08-18,2024-09-02,rejected,2024-09-02T19:46:45Z,2026-05-31T23:59:59Z
STG-00040138,APP-0019039,review,1,2024-08-16,2024-08-17,,2024-08-17T13:24:04Z,2026-05-31T23:59:59Z
STG-00040139,APP-0019039,screen,2,2024-08-17,2024-08-26,rejected,2024-08-26T19:45:38Z,2026-05-31T23:59:59Z
STG-00040140,APP-0019040,review,1,2024-08-16,2024-08-19,rejected,2024-08-19T09:46:41Z,2026-05-31T23:59:59Z
STG-00040141,APP-0019041,review,1,2024-08-16,2024-08-19,rejected,2024-08-19T10:58:31Z,2026-05-31T23:59:59Z
STG-00040142,APP-0019042,review,1,2024-08-16,2024-08-18,rejected,2024-08-18T15:41:33Z,2026-05-31T23:59:59Z
STG-00040143,APP-0019043,review,1,2024-08-16,2024-08-25,withdrawn,2024-08-25T19:47:07Z,2026-05-31T23:59:59Z
STG-00040144,APP-0019044,review,1,2024-08-16,2024-08-24,rejected,2024-08-24T10:02:00Z,2026-05-31T23:59:59Z
STG-00040145,APP-0019045,review,1,2024-08-16,2024-08-18,,2024-08-18T19:58:06Z,2026-05-31T23:59:59Z
STG-00040146,APP-0019045,screen,2,2024-08-18,2024-08-22,rejected,2024-08-22T09:19:48Z,2026-05-31T23:59:59Z
STG-00040147,APP-0019046,review,1,2024-08-16,2024-08-21,,2024-08-21T12:08:02Z,2026-05-31T23:59:59Z
STG-00040148,APP-0019046,screen,2,2024-08-21,2024-08-25,,2024-08-25T14:34:27Z,2026-05-31T23:59:59Z
STG-00040149,APP-0019046,assessment,3,2024-08-25,2024-09-03,rejected,2024-09-03T11:38:13Z,2026-05-31T23:59:59Z
STG-00040150,APP-0019047,review,1,2024-08-16,2024-08-20,,2024-08-20T08:44:48Z,2026-05-31T23:59:59Z
STG-00040151,APP-0019047,screen,2,2024-08-20,2024-08-28,,2024-08-28T12:51:34Z,2026-05-31T23:59:59Z
STG-00040152,APP-0019047,assessment,3,2024-08-28,2024-08-31,withdrawn,2024-08-31T16:39:08Z,2026-05-31T23:59:59Z
STG-00040153,APP-0019048,review,1,2024-08-16,2024-08-19,rejected,2024-08-19T19:07:38Z,2026-05-31T23:59:59Z
STG-00040154,APP-0019049,review,1,2024-08-16,2024-08-21,,2024-08-21T16:00:25Z,2026-05-31T23:59:59Z
STG-00040155,APP-0019049,screen,2,2024-08-21,2024-08-28,,2024-08-28T09:23:27Z,2026-05-31T23:59:59Z
STG-00040156,APP-0019049,assessment,3,2024-08-28,2024-09-08,rejected,2024-09-08T10:45:09Z,2026-05-31T23:59:59Z
STG-00040157,APP-0019050,review,1,2024-08-16,2024-08-18,,2024-08-18T16:28:19Z,2026-05-31T23:59:59Z
STG-00040158,APP-0019050,screen,2,2024-08-18,2024-08-22,,2024-08-22T14:05:38Z,2026-05-31T23:59:59Z
STG-00040159,APP-0019050,assessment,3,2024-08-22,2024-08-26,rejected,2024-08-26T11:37:08Z,2026-05-31T23:59:59Z
STG-00040160,APP-0019051,review,1,2024-08-16,2024-08-22,,2024-08-22T13:05:07Z,2026-05-31T23:59:59Z
STG-00040161,APP-0019051,screen,2,2024-08-22,2024-08-25,rejected,2024-08-25T17:54:29Z,2026-05-31T23:59:59Z
STG-00040162,APP-0019052,review,1,2024-08-16,2024-08-19,,2024-08-19T14:27:59Z,2026-05-31T23:59:59Z
STG-00040163,APP-0019052,screen,2,2024-08-19,2024-08-26,rejected,2024-08-26T13:27:21Z,2026-05-31T23:59:59Z
STG-00040164,APP-0019053,review,1,2024-08-16,2024-08-19,rejected,2024-08-19T13:04:26Z,2026-05-31T23:59:59Z
STG-00040165,APP-0019054,review,1,2024-08-16,2024-08-19,withdrawn,2024-08-19T19:12:12Z,2026-05-31T23:59:59Z
STG-00040166,APP-0019055,review,1,2024-08-16,2024-08-19,,2024-08-19T18:12:06Z,2026-05-31T23:59:59Z
STG-00040167,APP-0019055,screen,2,2024-08-19,2024-08-26,rejected,2024-08-26T11:20:00Z,2026-05-31T23:59:59Z
STG-00040168,APP-0019056,review,1,2024-08-16,2024-08-26,,2024-08-26T17:30:25Z,2026-05-31T23:59:59Z
STG-00040169,APP-0019056,screen,2,2024-08-26,2024-08-30,,2024-08-30T17:51:35Z,2026-05-31T23:59:59Z
STG-00040170,APP-0019056,assessment,3,2024-08-30,2024-09-09,,2024-09-09T18:58:10Z,2026-05-31T23:59:59Z
STG-00040171,APP-0019056,interview,4,2024-09-09,2024-09-23,rejected,2024-09-23T11:47:32Z,2026-05-31T23:59:59Z
STG-00040172,APP-0019057,review,1,2024-08-16,2024-08-18,,2024-08-18T17:48:30Z,2026-05-31T23:59:59Z
STG-00040173,APP-0019057,screen,2,2024-08-18,2024-08-20,rejected,2024-08-20T09:19:52Z,2026-05-31T23:59:59Z
STG-00040174,APP-0019058,review,1,2024-08-16,2024-08-18,,2024-08-18T13:57:47Z,2026-05-31T23:59:59Z
STG-00040175,APP-0019058,screen,2,2024-08-18,2024-08-24,,2024-08-24T12:37:33Z,2026-05-31T23:59:59Z
STG-00040176,APP-0019058,assessment,3,2024-08-24,2024-08-29,withdrawn,2024-08-29T10:00:23Z,2026-05-31T23:59:59Z
STG-00040177,APP-0019059,review,1,2024-08-16,2024-08-26,,2024-08-26T12:12:17Z,2026-05-31T23:59:59Z
STG-00040178,APP-0019059,screen,2,2024-08-26,2024-09-07,,2024-09-07T11:23:28Z,2026-05-31T23:59:59Z
STG-00040179,APP-0019059,assessment,3,2024-09-07,2024-09-27,rejected,2024-09-27T12:33:42Z,2026-05-31T23:59:59Z
STG-00040180,APP-0019060,review,1,2024-08-16,2024-08-20,withdrawn,2024-08-20T15:53:49Z,2026-05-31T23:59:59Z
STG-00040181,APP-0019061,review,1,2024-08-17,2024-08-21,,2024-08-21T15:32:43Z,2026-05-31T23:59:59Z
STG-00040182,APP-0019061,screen,2,2024-08-21,2024-08-30,rejected,2024-08-30T13:52:33Z,2026-05-31T23:59:59Z
STG-00040183,APP-0019062,review,1,2024-08-17,2024-08-18,,2024-08-18T08:20:07Z,2026-05-31T23:59:59Z
STG-00040184,APP-0019062,screen,2,2024-08-18,2024-08-25,,2024-08-25T11:40:04Z,2026-05-31T23:59:59Z
STG-00040185,APP-0019062,assessment,3,2024-08-25,2024-08-30,rejected,2024-08-30T19:54:42Z,2026-05-31T23:59:59Z
STG-00040186,APP-0019063,review,1,2024-08-17,2024-08-19,rejected,2024-08-19T09:30:32Z,2026-05-31T23:59:59Z
STG-00040187,APP-0019064,review,1,2024-08-17,2024-08-31,rejected,2024-08-31T13:11:10Z,2026-05-31T23:59:59Z
STG-00040188,APP-0019065,review,1,2024-08-17,2024-08-22,rejected,2024-08-22T09:39:11Z,2026-05-31T23:59:59Z
STG-00040189,APP-0019066,review,1,2024-08-17,2024-08-21,,2024-08-21T13:45:13Z,2026-05-31T23:59:59Z
STG-00040190,APP-0019066,screen,2,2024-08-21,2024-08-24,rejected,2024-08-24T11:11:08Z,2026-05-31T23:59:59Z
STG-00040191,APP-0019067,review,1,2024-08-17,2024-08-19,rejected,2024-08-19T12:55:54Z,2026-05-31T23:59:59Z
STG-00040192,APP-0019068,review,1,2024-08-17,2024-08-22,,2024-08-22T18:14:56Z,2026-05-31T23:59:59Z
STG-00040193,APP-0019068,screen,2,2024-08-22,2024-08-30,,2024-08-30T10:16:22Z,2026-05-31T23:59:59Z
STG-00040194,APP-0019068,assessment,3,2024-08-30,2024-09-06,withdrawn,2024-09-06T13:08:37Z,2026-05-31T23:59:59Z
STG-00040195,APP-0019069,review,1,2024-08-17,2024-08-24,rejected,2024-08-24T17:39:15Z,2026-05-31T23:59:59Z
STG-00040196,APP-0019070,review,1,2024-08-17,2024-08-24,rejected,2024-08-24T13:31:37Z,2026-05-31T23:59:59Z
STG-00040197,APP-0019071,review,1,2024-08-17,2024-08-20,,2024-08-20T08:56:15Z,2026-05-31T23:59:59Z
STG-00040198,APP-0019071,screen,2,2024-08-20,2024-08-29,,2024-08-29T12:34:06Z,2026-05-31T23:59:59Z
STG-00040199,APP-0019071,assessment,3,2024-08-29,2024-08-31,rejected,2024-08-31T17:56:56Z,2026-05-31T23:59:59Z
STG-00040200,APP-0019072,review,1,2024-08-17,2024-08-20,,2024-08-20T15:31:40Z,2026-05-31T23:59:59Z
STG-00040201,APP-0019072,screen,2,2024-08-20,2024-08-22,rejected,2024-08-22T18:58:18Z,2026-05-31T23:59:59Z
STG-00040202,APP-0019073,review,1,2024-08-17,2024-08-21,,2024-08-21T14:12:00Z,2026-05-31T23:59:59Z
STG-00040203,APP-0019073,screen,2,2024-08-21,2024-08-29,,2024-08-29T11:28:38Z,2026-05-31T23:59:59Z
STG-00040204,APP-0019073,assessment,3,2024-08-29,2024-09-01,rejected,2024-09-01T09:42:29Z,2026-05-31T23:59:59Z
STG-00040205,APP-0019074,review,1,2024-08-17,2024-08-30,,2024-08-30T08:36:35Z,2026-05-31T23:59:59Z
STG-00040206,APP-0019074,screen,2,2024-08-30,2024-09-03,,2024-09-03T11:43:37Z,2026-05-31T23:59:59Z
STG-00040207,APP-0019074,assessment,3,2024-09-03,2024-09-10,rejected,2024-09-10T09:01:51Z,2026-05-31T23:59:59Z
STG-00040208,APP-0019075,review,1,2024-08-17,2024-08-23,rejected,2024-08-23T17:54:54Z,2026-05-31T23:59:59Z
STG-00040209,APP-0019076,review,1,2024-08-17,2024-08-19,rejected,2024-08-19T14:18:32Z,2026-05-31T23:59:59Z
STG-00040210,APP-0019077,review,1,2024-08-17,2024-08-25,rejected,2024-08-25T11:34:53Z,2026-05-31T23:59:59Z
STG-00040211,APP-0019078,review,1,2024-08-17,2024-08-19,rejected,2024-08-19T17:57:31Z,2026-05-31T23:59:59Z
STG-00040212,APP-0019079,review,1,2024-08-17,2024-08-19,,2024-08-19T13:27:13Z,2026-05-31T23:59:59Z
STG-00040213,APP-0019079,screen,2,2024-08-19,2024-08-29,rejected,2024-08-29T18:11:51Z,2026-05-31T23:59:59Z
STG-00040214,APP-0019080,review,1,2024-08-17,2024-08-18,,2024-08-18T18:13:24Z,2026-05-31T23:59:59Z
STG-00040215,APP-0019080,screen,2,2024-08-18,2024-08-21,,2024-08-21T12:35:30Z,2026-05-31T23:59:59Z
STG-00040216,APP-0019080,assessment,3,2024-08-21,2024-08-29,rejected,2024-08-29T17:59:04Z,2026-05-31T23:59:59Z
STG-00040217,APP-0019081,review,1,2024-08-17,2024-08-21,,2024-08-21T15:17:18Z,2026-05-31T23:59:59Z
STG-00040218,APP-0019081,screen,2,2024-08-21,2024-08-23,,2024-08-23T18:20:31Z,2026-05-31T23:59:59Z
STG-00040219,APP-0019081,assessment,3,2024-08-23,2024-08-31,,2024-08-31T18:29:13Z,2026-05-31T23:59:59Z
STG-00040220,APP-0019081,interview,4,2024-08-31,2024-09-09,rejected,2024-09-09T15:08:14Z,2026-05-31T23:59:59Z
STG-00040221,APP-0019082,review,1,2024-08-17,2024-08-18,rejected,2024-08-18T10:12:24Z,2026-05-31T23:59:59Z
STG-00040222,APP-0019083,review,1,2024-08-17,2024-08-20,,2024-08-20T15:04:18Z,2026-05-31T23:59:59Z
STG-00040223,APP-0019083,screen,2,2024-08-20,2024-08-24,,2024-08-24T19:14:44Z,2026-05-31T23:59:59Z
STG-00040224,APP-0019083,assessment,3,2024-08-24,2024-08-27,,2024-08-27T18:18:47Z,2026-05-31T23:59:59Z
STG-00040225,APP-0019083,interview,4,2024-08-27,2024-09-03,,2024-09-03T10:48:49Z,2026-05-31T23:59:59Z
STG-00040226,APP-0019083,offer,5,2024-09-03,2024-09-05,offer_declined,2024-09-05T17:46:19Z,2026-05-31T23:59:59Z
STG-00040227,APP-0019084,review,1,2024-08-17,2024-08-18,,2024-08-18T19:59:57Z,2026-05-31T23:59:59Z
STG-00040228,APP-0019084,screen,2,2024-08-18,2024-08-25,rejected,2024-08-25T16:48:44Z,2026-05-31T23:59:59Z
STG-00040229,APP-0019085,review,1,2024-08-17,2024-09-03,,2024-09-03T17:10:18Z,2026-05-31T23:59:59Z
STG-00040230,APP-0019085,screen,2,2024-09-03,2024-09-07,withdrawn,2024-09-07T13:34:23Z,2026-05-31T23:59:59Z
STG-00040231,APP-0019086,review,1,2024-08-17,2024-08-23,,2024-08-23T17:43:37Z,2026-05-31T23:59:59Z
STG-00040232,APP-0019086,screen,2,2024-08-23,2024-08-29,,2024-08-29T09:14:27Z,2026-05-31T23:59:59Z
STG-00040233,APP-0019086,assessment,3,2024-08-29,2024-08-31,rejected,2024-08-31T17:57:57Z,2026-05-31T23:59:59Z
STG-00040234,APP-0019087,review,1,2024-08-17,2024-08-21,withdrawn,2024-08-21T17:12:38Z,2026-05-31T23:59:59Z
STG-00040235,APP-0019088,review,1,2024-08-17,2024-08-20,rejected,2024-08-20T11:19:44Z,2026-05-31T23:59:59Z
STG-00040236,APP-0019089,review,1,2024-08-17,2024-08-21,rejected,2024-08-21T18:56:42Z,2026-05-31T23:59:59Z
STG-00040237,APP-0019090,review,1,2024-08-17,2024-08-19,,2024-08-19T18:15:24Z,2026-05-31T23:59:59Z
STG-00040238,APP-0019090,screen,2,2024-08-19,2024-08-22,rejected,2024-08-22T10:20:29Z,2026-05-31T23:59:59Z
STG-00040239,APP-0019091,review,1,2024-08-17,2024-08-26,rejected,2024-08-26T17:19:55Z,2026-05-31T23:59:59Z
STG-00040240,APP-0019092,review,1,2024-08-17,2024-08-20,rejected,2024-08-20T09:38:32Z,2026-05-31T23:59:59Z
STG-00040241,APP-0019093,review,1,2024-08-17,2024-08-20,,2024-08-20T08:32:14Z,2026-05-31T23:59:59Z
STG-00040242,APP-0019093,screen,2,2024-08-20,2024-08-23,,2024-08-23T15:32:04Z,2026-05-31T23:59:59Z
STG-00040243,APP-0019093,assessment,3,2024-08-23,2024-08-27,rejected,2024-08-27T17:21:38Z,2026-05-31T23:59:59Z
STG-00040244,APP-0019094,review,1,2024-08-17,2024-08-21,rejected,2024-08-21T17:04:01Z,2026-05-31T23:59:59Z
STG-00040245,APP-0019095,review,1,2024-08-17,2024-08-19,,2024-08-19T17:17:11Z,2026-05-31T23:59:59Z
STG-00040246,APP-0019095,screen,2,2024-08-19,2024-08-25,withdrawn,2024-08-25T08:55:09Z,2026-05-31T23:59:59Z
STG-00040247,APP-0019096,review,1,2024-08-17,2024-08-19,rejected,2024-08-19T16:54:19Z,2026-05-31T23:59:59Z
STG-00040248,APP-0019097,review,1,2024-08-17,2024-08-20,rejected,2024-08-20T11:29:46Z,2026-05-31T23:59:59Z
STG-00040249,APP-0019098,review,1,2024-08-17,2024-08-24,,2024-08-24T17:56:12Z,2026-05-31T23:59:59Z
STG-00040250,APP-0019098,screen,2,2024-08-24,2024-08-30,,2024-08-30T14:34:01Z,2026-05-31T23:59:59Z
STG-00040251,APP-0019098,assessment,3,2024-08-30,2024-09-01,withdrawn,2024-09-01T16:23:43Z,2026-05-31T23:59:59Z
STG-00040252,APP-0019099,review,1,2024-08-17,2024-08-21,,2024-08-21T17:55:01Z,2026-05-31T23:59:59Z
STG-00040253,APP-0019099,screen,2,2024-08-21,2024-08-24,,2024-08-24T15:12:35Z,2026-05-31T23:59:59Z
STG-00040254,APP-0019099,assessment,3,2024-08-24,2024-08-28,rejected,2024-08-28T16:59:44Z,2026-05-31T23:59:59Z
STG-00040255,APP-0019100,review,1,2024-08-17,2024-08-19,rejected,2024-08-19T12:40:54Z,2026-05-31T23:59:59Z
STG-00040256,APP-0019101,review,1,2024-08-17,2024-08-22,,2024-08-22T11:45:48Z,2026-05-31T23:59:59Z
STG-00040257,APP-0019101,screen,2,2024-08-22,2024-08-25,rejected,2024-08-25T19:44:58Z,2026-05-31T23:59:59Z
STG-00040258,APP-0019102,review,1,2024-08-17,2024-08-18,rejected,2024-08-18T15:20:11Z,2026-05-31T23:59:59Z
STG-00040259,APP-0019103,review,1,2024-08-17,2024-08-19,,2024-08-19T13:31:41Z,2026-05-31T23:59:59Z
STG-00040260,APP-0019103,screen,2,2024-08-19,2024-08-24,,2024-08-24T13:12:58Z,2026-05-31T23:59:59Z
STG-00040261,APP-0019103,assessment,3,2024-08-24,2024-08-28,,2024-08-28T15:46:20Z,2026-05-31T23:59:59Z
